556	Walter Hill	Peter Dexter#Thomas Babe	Jeff Bridges#Ellen Barkin#John Hurt	English#Sioux#Cantonese	The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
557	Gérard Corbiau	Andrée Corbiau#Gérard Corbiau	Stefano Dionisi#Enrico Lo Verso#Elsa Zylberstein	France#Italy#Belgium#UK	Farinelli, is the artistic name of Carlo Broschi, a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice. During his life he becomes to be a very ...
558	Peter Jackson	Fran Walsh#Peter Jackson	Melanie Lynskey#Kate Winslet#Sarah Peirse	New Zealand#Germany	Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.
559	Elisa Hansen	Elisa Hansen	Elisa Hansen	Channel Awesome#That Guy With the Glasses	Maven reviews the Orlando Bloom movie, "interview with the vampire"
560	Michael Gottlieb	Michael Part#Robert L. Levy	Thomas Ian Nicholas#Joss Ackland#Art Malik	USA#Hungary#UK	A Little League player is sent back into medieval times where he is given the task of saving Camelot.
561	Kenneth Branagh	Mary Shelley#Steph Lady	Robert De Niro#Kenneth Branagh#Helena Bonham Carter	English	When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.
562	John H. Shelton	John H. Shelton	John H. Shelton	None	MrSheltonTV takes a look at The Quick and the Dead (1995).
563	None	None	None	English	None
564	Rusty Cundieff	Rusty Cundieff#Darin Scott	Clarence Williams III#Corbin Bernsen#Joe Torry	English	A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.
565	John Carpenter	John Wyndham#Stirling Silliphant	Christopher Reeve#Kirstie Alley#Linda Kozlowski	English	A small town's women give birth to unfriendly alien children posing as humans.
566	Phillip Noyce	Tom Clancy#Donald E. Stewart	Harrison Ford#Willem Dafoe#Anne Archer	English	CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
567	Wes Craven	Wes Craven#Wes Craven	Heather Langenkamp#Robert Englund#Jeff Davis	USA	A demonic force has chosen Freddy Krueger as its portal to the real world. Can
568	Jan de Bont	Graham Yost	Keanu Reeves#Dennis Hopper#Sandra Bullock	USA	A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
569	Mike Nichols	Jim Harrison#Wesley Strick	Jack Nicholson#Michelle Pfeiffer#James Spader	English#Spanish	Publisher Will Randall becomes a werewolf and has to fight to keep his job.
570	Lawrence Kasdan	Dan Gordon#Lawrence Kasdan	Kevin Costner#Dennis Quaid#Gene Hackman	English#Spanish	The story of Wyatt Earp as he interacts and battles other famous figures of the Wild West era.
571	John Badham	Jim Kouf#Jim Kouf	Richard Dreyfuss#Emilio Estevez#Rosie O'Donnell	English	Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.
572	Stephen Hopkins	John Rice#Joe Batteer	Jeff Bridges#Tommy Lee Jones#Suzy Amis	USA	An Irish bomber escapes from prison and targets a member of the Boston bomb squad.
573	Abel Ferrara	Jack Finney#Raymond Cistheri	Gabrielle Anwar#Meg Tilly#Terry Kinney	English	A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.
574	Jennifer Lynch	Philippe Caland#Jennifer Lynch	Julian Sands#Sherilyn Fenn#Bill Paxton	USA	A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.
575	Paul Weiland	Lowell Ganz#Babaloo Mandel	Billy Crystal#Jack Palance#Daniel Stern	English	One year after their first western adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.
576	Renny Harlin	John Long#Michael France	Sylvester Stallone#John Lithgow#Michael Rooker	English	A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
577	Steve Barron	Tom Davis#Dan Aykroyd	Dan Aykroyd#Jane Curtin#Robert Knott	English	Aliens with conical crania crash-land on Earth.
578	Marco Brambilla	Peter M. Lenkov#Robert Reneau	Sylvester Stallone#Wesley Snipes#Sandra Bullock	English	A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
579	Carl Reiner	David O'Malley	Armand Assante#Sherilyn Fenn#Kate Nelligan	English#Yiddish	A spoof of the late '80s and early '90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, and Cape Fear. A cop/attorney (yes he's both) is seduced ...
580	Christopher Monger	Ifor David Monger#Christopher Monger	Hugh Grant#Tara Fitzgerald#Colm Meaney	UK	When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that.
581	Dominic Sena	Stephen Levy#Tim Metcalfe	Brad Pitt#Juliette Lewis#Kathy Larson	USA	A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.
582	Jane Campion	Jane Campion	Holly Hunter#Harvey Keitel#Sam Neill	New Zealand#Australia#France	A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.
583	Peter Medak	Hilary Henkin	Gary Oldman#Lena Olin#Wallace Wood	UK#USA	A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.
584	Gregory Sheppard	Michael Lamport	Jackie Dennison#Christine Hamlett#Michael Lamport	IMDbPro	In beautiful, historic Kingston, Ontario, the Secret Garden bed and breakfast holds more secrets than it first appears. This four-storey turn of the century mansion hides the spirits of a ...
585	Steve Rash	Patrick J. Clifton#Susan McMartin	Pauly Shore#Carla Gugino#Lane Smith	English	Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.
586	Deran Sarafian	David Twohy	Charlie Sheen#Nastassja Kinski#James Gandolfini	English	A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.
587	Leslie Megahey	Leslie Megahey	Colin Firth#Amina Annabi#Jim Carter	English	In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is ...
588	Gary Trousdale#Kirk Wise	Linda Woolverton#Brenda Chapman	Paige O'Hara#Robby Benson#Jesse Corti	USA	A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
589	Sam Peckinpah	Walon Green#Sam Peckinpah	William Holden#Ernest Borgnine#Robert Ryan	English#Spanish#German	An aging group of outlaws look for one last big score as the "traditional" American West is disappearing around them.
590	Kevin Yagher	Peter Atkins	Bruce Ramsay#Valentina Vargas#Doug Bradley	USA	In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.
591	Gregory Hoblit	William Diehl#Steve Shagan	Richard Gere#Laura Linney#Edward Norton	English#Spanish	An altar boy is accused of murdering a priest, and the truth is buried several layers deep.
592	Pat Verducci	Pat Verducci	Alicia Silverstone#Kevin Dillon#Bill Nunn	English	Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has an addiction to mystery novels and detective magazines (hence the title of the movie), which ...
593	Joseph Vilsmaier	Jürgen Büscher#Johannes Heide	Dominique Horwitz#Thomas Kretschmann#Jochen Nickel	German#Russian	The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad.
594	James Mangold	James Mangold	Pruitt Taylor Vince#Liv Tyler#Shelley Winters	English	The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.
595	David Breashears	None	None	English	
596	William Dieterle	Sonya Levien#Bruno Frank	Charles Laughton#Maureen O'Hara#Cedric Hardwicke	English	In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.
597	Chuck Russell	Tony Puryear#Walon Green	Arnold Schwarzenegger#Vanessa Williams#James Caan	USA	A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.
598	Marcus DeLeon	Marcus DeLeon	Lara Flynn Boyle#Danny Nucci#Peter Dobson	English	Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his...
599	Stanley Tong	Sui Lai Kang#Tang Han Mok	Michelle Yeoh#Rongguang Yu#Emil Chau	Cantonese	As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.
600	Rod Hardy#George Miller	Daniel Defoe#Christopher Lofton	Pierce Brosnan#William Takaku#Polly Walker	English	Robinson Crusoe flees Britain on a ship after killing his friend over the love of Mary. A fierce ocean storm wrecks his ship and leaves him stranded by himself on an uncharted island. Left ...
601	Sam Wood	Dudley Nichols#Ernest Hemingway	Gary Cooper#Ingrid Bergman#Akim Tamiroff	English#Spanish	During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge.
602	Jim Hoskinson	Opus Moreschi#Michael Brumm	Stephen Colbert#Lupita Nyong'o#Bernie Sanders	English	Actress
603	Alfred Hitchcock	John Michael Hayes#Cornell Woolrich	James Stewart#Grace Kelly#Wendell Corey	English	A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.
604	Frank Capra	Robert Riskin#Samuel Hopkins Adams	Clark Gable#Claudette Colbert#Walter Connolly	English	A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.
605	Vincente Minnelli	Irving Brecher#Fred F. Finklehoffe	Judy Garland#Margaret O'Brien#Mary Astor	English	In the year leading up to the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.
606	Joseph L. Mankiewicz	Joseph L. Mankiewicz	Bette Davis#Anne Baxter#George Sanders	USA	An ingénue insinuates herself into the lives of an established but aging stage actress and her circle of theater friends.
607	Alfred Hitchcock	Daphne Du Maurier#Robert E. Sherwood	Laurence Olivier#Joan Fontaine#George Sanders	English#French	A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
608	Alfred Hitchcock	Ben Hecht#John Palmer	Ingrid Bergman#Gregory Peck#Michael Chekhov	English	A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
609	Vincente Minnelli	Frances Goodrich#Albert Hackett	Spencer Tracy#Joan Bennett#Elizabeth Taylor	English	The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.
610	Vincente Minnelli	Alan Jay Lerner#Colette	Leslie Caron#Maurice Chevalier#Louis Jourdan	English#French	Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.
611	Otto Preminger	Vera Caspary#Jay Dratler	Gene Tierney#Dana Andrews#Clifton Webb	English	A police detective falls in love with the woman whose murder he is investigating.
